2019-01-01,-18,758,В,3
2019-01-02,-6,757,Ю,2
2019-01-03,-7,758,В,3
2019-01-04,-9,755,В,2
2019-01-05,-10,744,В,3
2019-01-06,-8,749,З,2
2019-01-07,-15,753,СЗ,2
2019-01-08,-17,750,З,3
2019-01-09,-14,754,З,2
2019-01-10,-9,758,З,1
2019-01-11,-12,754,В,2
2019-01-12,0,737,Ю,2
2019-01-13,-8,740,ЮЗ,2
2019-01-14,-9,743,Ю,1
2019-01-15,-3,744,Ю,4
2019-01-16,-4,740,В,4
2019-01-17,-7,746,СЗ,1
2019-01-18,-8,747,ЮЗ,3
2019-01-19,-2,746,Ю,1
2019-01-20,-7,750,З,1
2019-01-21,-10,750,Ю,2
2019-01-22,-11,747,ЮЗ,2
2019-01-23,-18,756,З,1
2019-01-24,-20,757,В,3
2019-01-25,-13,753,СЗ,2
2019-01-26,-16,761,В,2
2019-01-27,-13,755,В,5
2019-01-28,-11,755,В,4
2019-01-29,-9,751,СВ,1
2019-01-30,-6,755,СЗ,1
2019-01-31,-7,758,В,2
2019-02-01,-8,758,Ю,1
2019-02-02,-11,757,З,1
2019-02-03,-10,758,Ю,1
2019-02-05,-11,761,В,4
2019-02-06,-11,761,В,2
2019-02-07,-8,749,В,3
2019-02-08,-4,756,СЗ,2
2019-02-09,-6,758,З,2
2019-02-10,-8,757,ЮЗ,1
2019-02-11,-8,758,Ю,1
2019-02-12,-7,760,Ю,1
2019-02-13,-10,758,В,3
2019-02-14,-7,752,ЮЗ,2
2019-02-15,-5,749,ЮЗ,2
2019-02-16,2,740,З,2
2019-02-17,-1,734,ЮЗ,2
2019-02-18,-1,729,С,2
2019-02-19,-10,746,СЗ,4
2019-02-20,-3,745,ЮЗ,2
2019-02-21,-5,742,Ю,2
2019-02-22,-4,741,ЮЗ,3
2019-02-23,-7,755,СЗ,2
2019-02-24,-9,755,З,2
2019-02-25,-8,746,ЮВ,1
2019-02-26,-5,739,В,3
2019-02-27,-4,743,В,2
2019-02-28,-2,734,ЮЗ,2
2019-03-01,-2,729,ЮВ,2
2019-03-02,-2,728,С,2
2019-03-03,-4,740,З,2
2019-03-04,-2,738,З,3
2019-03-05,-3,743,ЮВ,2
2019-03-06,4,739,ЮЗ,3
2019-03-07,-3,757,С,2
2019-03-08,-5,761,Ю,2
2019-03-09,0,749,Ю,3
2019-03-10,1,746,В,2
2019-03-11,2,736,ЮВ,3
2019-03-12,2,739,З,4
2019-03-13,1,747,ЮВ,1
2019-03-14,0,747,СЗ,2
2019-03-15,0,755,ЮЗ,1
2019-03-16,0,752,В,4
2019-03-17,1,752,В,2
2019-03-18,5,757,С,1
2019-03-19,6,758,З,2
2019-03-20,7,756,З,1
2019-03-22,1,748,В,2
2019-03-23,3,751,В,1
2019-03-24,1,750,В,3
2019-03-25,1,737,ЮЗ,4
2019-03-26,5,749,Ю,2
2019-03-27,5,750,Ю,2
2019-03-28,3,746,СЗ,1
2019-03-29,3,747,ЮЗ,3
2019-03-30,1,749,ЮЗ,3
2019-03-31,7,749,З,2
2019-04-01,8,748,З,3
2019-04-02,6,751,СВ,2
2019-04-03,2,746,СВ,3
2019-04-04,5,752,СВ,2
2019-04-05,6,757,З,2
2019-04-06,7,760,В,2
2019-04-07,6,756,В,2
2019-04-08,8,754,С,1
2019-04-09,14,752,ЮВ,1
2019-04-10,18,753,Ю,1
2019-04-11,19,753,ЮВ,2
2019-04-12,20,749,ЮВ,1
2019-04-13,20,746,С,2
2019-04-14,11,750,СВ,3
2019-04-15,12,754,СЗ,2
2019-04-16,11,751,С,3
2019-04-17,5,759,С,2
2019-04-18,7,758,СВ,2
2019-04-19,9,757,СЗ,2
2019-04-20,13,756,З,1
2019-04-21,13,−,С,3
2019-04-22,16,755,С,1
2019-04-23,14,753,СЗ,3
2019-04-24,17,752,З,2
2019-04-25,22,750,СЗ,2
2019-04-26,18,751,С,2
2019-04-27,21,746,ЮЗ,3
2019-04-28,11,740,С,2
2019-04-29,6,751,С,2
2019-04-30,8,754,З,3
2019-05-01,13,752,З,2
2019-05-02,12,746,ЮВ,3
2019-05-03,17,743,ЮВ,3
2019-05-04,20,749,З,2
2019-05-05,18,753,ЮВ,2
2019-05-06,24,747,ЮВ,1
2019-05-07,19,746,З,2
2019-05-08,25,749,З,2
2019-05-09,28,749,В,2
2019-05-10,30,749,В,3
2019-05-11,32,750,В,2
2019-05-12,32,752,СВ,1
2019-05-13,32,750,СЗ,1
2019-05-14,30,747,З,2
2019-05-15,26,749,В,1
2019-05-16,22,747,В,3
2019-05-17,15,751,СЗ,3
2019-05-18,17,745,З,3
2019-05-19,13,746,С,2
2019-05-20,11,750,С,2
2019-05-21,16,752,З,3
2019-05-22,14,749,В,3
2019-05-23,24,743,ЮЗ,4
2019-05-24,13,746,С,2
2019-05-25,15,752,З,1
2019-05-26,22,748,ЮВ,2
2019-05-27,25,745,З,4
2019-05-28,25,750,С,3
2019-05-29,28,753,СЗ,3
2019-05-30,30,753,ЮЗ,2
2019-05-31,30,751,С,2
2019-06-01,29,747,ЮЗ,3
