2021-01-01,-9,761,В,2
2021-01-02,-12,761,В,3
2021-01-03,-6,762,ЮВ,1
2021-01-04,-4,767,ЮВ,1
2021-01-05,-6,766,ЮЗ,2
2021-01-06,-13,764,В,3
2021-01-07,-12,759,В,3
2021-01-08,-8,755,В,4
2021-01-09,-3,751,В,2
2021-01-10,-3,741,З,3
2021-01-11,-15,749,С,2
2021-01-12,-17,754,В,2
2021-01-13,-17,759,В,3
2021-01-14,-11,749,В,3
2021-01-15,-6,743,СВ,3
2021-01-16,-7,740,ЮЗ,3
2021-01-17,-14,746,З,2
2021-01-18,-18,751,З,1
2021-01-19,-16,746,З,2
2021-01-20,-19,749,З,2
2021-01-21,-14,752,З,3
2021-01-22,-10,750,З,2
2021-01-23,-9,755,В,2
2021-01-24,3,757,ЮЗ,1
2021-01-25,-2,759,ЮВ,2
2021-01-26,-7,758,ЮВ,2
2021-01-27,-7,756,ЮВ,2
2021-01-28,-7,751,В,3
2021-01-29,-3,745,ЮВ,1
2021-01-30,-3,746,В,3
2021-01-31,-3,747,В,2
2021-02-01,-2,752,З,2
2021-02-02,1,749,З,2
2021-02-03,-6,751,В,2
2021-02-04,2,744,Ю,2
2021-02-05,1,735,ЮВ,3
2021-02-06,-10,736,З,4
2021-02-07,-18,740,З,3
2021-02-08,-19,747,З,3
2021-02-09,-17,757,З,2
2021-02-10,-15,752,В,2
2021-02-11,-10,752,В,3
2021-02-12,-6,750,В,3
2021-02-13,-1,743,ЮВ,2
2021-02-14,-10,744,З,2
2021-02-15,-15,750,З,2
2021-02-16,-16,757,З,2
2021-02-17,-16,756,В,2
2021-02-18,-13,750,С,1
2021-02-19,-15,750,З,3
2021-02-20,-15,757,З,2
2021-02-22,-17,752,СЗ,2
2021-02-23,-24,756,СЗ,3
2021-02-24,-19,761,СЗ,3
2021-02-25,-19,757,ЮВ,1
2021-02-26,-13,749,В,3
2021-02-27,3,735,ЮЗ,2
2021-02-28,-12,743,С,2
2021-03-01,-9,752,СЗ,2
2021-03-02,-3,741,ЮЗ,3
2021-03-03,0,740,СЗ,2
2021-03-04,-2,738,ЮЗ,2
2021-03-05,-1,741,СЗ,2
2021-03-06,-4,748,СЗ,1
2021-03-07,-5,745,ЮЗ,3
2021-03-08,-1,739,ЮЗ,3
2021-03-09,-2,743,СВ,1
2021-03-10,-12,746,СЗ,3
2021-03-11,-10,752,З,4
2021-03-12,-4,759,З,1
2021-03-13,-7,762,ЮЗ,2
2021-03-14,-5,759,Ю,3
2021-03-15,-3,758,ЮЗ,2
2021-03-16,-3,760,ЮВ,2
2021-03-17,-3,754,В,4
2021-03-18,0,743,В,2
2021-03-19,0,738,С,2
2021-03-20,-1,743,СЗ,2
2021-03-21,0,743,ЮЗ,2
2021-03-22,1,744,Ю,2
2021-03-23,3,747,Ю,2
2021-03-24,2,749,В,2
2021-03-25,4,748,СВ,3
2021-03-26,6,746,В,2
2021-03-27,5,746,СЗ,1
2021-03-28,4,754,СВ,3
2021-03-29,6,761,В,2
2021-03-30,9,764,СЗ,1
2021-03-31,5,759,ЮЗ,4
2021-04-01,6,752,ЮЗ,3
2021-04-02,9,748,Ю,1
2021-04-03,7,742,ЮВ,2
2021-04-04,6,742,СЗ,2
2021-04-05,8,746,ЮЗ,2
2021-04-06,2,743,В,4
