2023-01-09,-25,766,СЗ,1
2023-01-10,-23,775,З,1
2023-01-11,-21,777,ЮЗ,1
2023-01-12,-15,772,Ю,1
2023-01-13,-14,768,В,1
2023-01-14,-12,768,ЮВ,2
2023-01-15,-10,767,В,2
