2019-04-21,13,−,С,3
2019-04-22,16,755,С,1
2019-04-23,14,753,СЗ,3
2019-04-24,17,752,З,2
2019-04-25,22,750,СЗ,2
2019-04-26,18,751,С,2
2019-04-27,21,746,ЮЗ,3
