2013-03-16,3,748,ЮВ,3
2013-03-17,2,748,В,2
2013-03-18,3,744,В,3
2013-03-19,0,742,ЮЗ,3
2013-03-20,1,−,З,2
2013-03-21,2,742,ЮЗ,3
2013-03-22,-2,749,С,1
